company_id,type,rule_id,text,confidence_pct
BAJFINANCE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BAJFINANCE,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.1
BAJFINANCE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.9
BAJFINANCE,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.6
BAJFINANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.3
BAJFINANCE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.9
BANKBARODA,con,CON-11,Net debt at 23.6 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BANKBARODA,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88.7
BANKBARODA,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
BANKBARODA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
BANKBARODA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BANKBARODA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BANKBARODA,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
BANKBARODA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80.0
BANKBARODA,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.6
BEL,con,CON-13,"No absolute red flag, but ranks in only the 40th percentile of Industrials on debt to equity",71.6
BEL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BEL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BEL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.3
BHARTIARTL,con,CON-01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,66.1
BHARTIARTL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
BHARTIARTL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
BHARTIARTL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BHARTIARTL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,96.7
BHEL,con,CON-11,Net debt at 12.1 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
BHEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,98.9
BHEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.2
BHEL,pro,PRO-13,"Ranks in the 50th percentile of Industrials on debt to equity, its strongest position relative to sector peers",70.0
BOSCHLTD,con,CON-13,"No absolute red flag, but ranks in only the 21th percentile of Consumer Discretionary on 5 year revenue growth",74.6
BOSCHLTD,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
BOSCHLTD,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
BOSCHLTD,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,89.7
BOSCHLTD,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
BOSCHLTD,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
BOSCHLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.8
BPCL,con,CON-13,"No absolute red flag, but ranks in only the 15th percentile of Energy on operating margin",75.5
BPCL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
BPCL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.1
BPCL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.6
BPCL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.8
BRITANNIA,con,CON-13,"No absolute red flag, but ranks in only the 0th percentile of Consumer Staples on debt to equity",78.0
BRITANNIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
BRITANNIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.1
BRITANNIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.7
CANBK,con,CON-11,Net debt at 21.0 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CANBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.4
CANBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
CANBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
CANBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
CANBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
CANBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,86.8
CANBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
CANBK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,84.1
CANBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.5
CHOLAFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100.0
CHOLAFIN,con,CON-11,Net debt at 24.2 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
CHOLAFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
CHOLAFIN,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
CHOLAFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.5
CHOLAFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.9
CHOLAFIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.6
CHOLAFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.7
CHOLAFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,65.0
CHOLAFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.8
CIPLA,con,CON-13,"No absolute red flag, but ranks in only the 33th percentile of Healthcare on 5 year revenue growth",72.7
CIPLA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
CIPLA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.2
CIPLA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,93.8
CIPLA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
CIPLA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,84.0
CIPLA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.7
CIPLA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.5
COALINDIA,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
COALINDIA,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
COALINDIA,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
COALINDIA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
COALINDIA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,91.7
COALINDIA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.1
COALINDIA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,63.7
COALINDIA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.7
DABUR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
DABUR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
DABUR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,78.9
DABUR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,77.7
DIVISLAB,con,CON-13,"No absolute red flag, but ranks in only the 17th percentile of Healthcare on return on equity",75.3
DIVISLAB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DIVISLAB,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,65.1
DLF,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
DLF,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,76.0
DLF,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
DLF,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
DLF,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.9
DLF,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,68.0
DLF,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,67.7
DMART,con,CON-13,"No absolute red flag, but ranks in only the 7th percentile of Consumer Discretionary on operating margin",76.9
DMART,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DMART,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
DMART,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.5
DMART,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.6
DMART,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.6
DMART,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.9
DRREDDY,con,CON-13,"No absolute red flag, but ranks in only the 33th percentile of Healthcare on debt to equity",72.7
DRREDDY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
DRREDDY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
DRREDDY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,88.7
DRREDDY,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
DRREDDY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77.7
DRREDDY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.8
DRREDDY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,65.3
EICHERMOT,con,CON-13,"No absolute red flag, but ranks in only the 50th percentile of Consumer Discretionary on return on equity",70.0
EICHERMOT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
EICHERMOT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,92.1
EICHERMOT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
EICHERMOT,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,76.0
EICHERMOT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.4
EICHERMOT,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.9
GAIL,con,CON-13,"No absolute red flag, but ranks in only the 23th percentile of Energy on operating margin",74.3
GAIL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78.2
GODREJCP,con,CON-04,Company reported a net loss in the most recent financial year,100.0
GODREJCP,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.1
GODREJCP,pro,PRO-13,"Ranks in the 57th percentile of Consumer Staples on operating margin, its strongest position relative to sector peers",71.1
GRASIM,con,CON-13,"No absolute red flag, but ranks in only the 10th percentile of Industrials on debt to equity",76.4
GRASIM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
GRASIM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.5
GRASIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.6
HAL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
HAL,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
HAL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HAL,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
HAL,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.3
HAL,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.0
HAL,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.3
HAL,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,70.3
HAVELLS,con,CON-13,"No absolute red flag, but ranks in only the 20th percentile of Industrials on operating margin",74.8
HAVELLS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.5
HAVELLS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,68.0
HCLTECH,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
HCLTECH,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
HCLTECH,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HCLTECH,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
HCLTECH,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.0
HDFCBANK,con,CON-11,Net debt at 12.1 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
HDFCBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.5
HDFCBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,62.6
HDFCBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,91.1
HDFCBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.5
HDFCBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.7
HDFCBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.1
HDFCBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.8
HDFCLIFE,con,CON-13,"No absolute red flag, but ranks in only the 14th percentile of Financials on return on equity",75.8
HDFCLIFE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HDFCLIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.4
HEROMOTOCO,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71.4
HEROMOTOCO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
HEROMOTOCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDALCO,con,CON-13,"No absolute red flag, but ranks in only the 22th percentile of Materials on debt to equity",74.4
HINDALCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDALCO,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
HINDALCO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.6
HINDUNILVR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
HINDUNILVR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
HINDUNILVR,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDUNILVR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,90.9
HINDUNILVR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.4
ICICIBANK,con,CON-11,Net debt at 8.3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ICICIBANK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
ICICIBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.1
ICICIBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,65.3
ICICIBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
ICICIBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
ICICIBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
ICICIBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.1
ICICIBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.0
ICICIGI,con,CON-13,"No absolute red flag, but ranks in only the 14th percentile of Financials on 5 year revenue growth",75.7
ICICIGI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ICICIGI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.5
ICICIGI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,76.0
ICICIPRULI,con,CON-13,"No absolute red flag, but ranks in only the 5th percentile of Financials on net profit margin",77.3
ICICIPRULI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0
ICICIPRULI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.9
INDIGO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
INDIGO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
INDIGO,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,90.3
INDIGO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
INDIGO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,76.8
INDIGO,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.5
INDIGO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,68.0
INDUSINDBK,con,CON-11,Net debt at 18.5 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
INDUSINDBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85.7
INDUSINDBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
INDUSINDBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
INDUSINDBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.7
INDUSINDBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.6
INDUSINDBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.2
